time,users,connected 
0,89,83 
10,175,87 
20,268,96 
30,395,126 
40,489,96 
50,598,108 
60,700,64 
70,826,126 
80,929,100 
90,1065,111 
100,1163,89 
110,1250,86 
120,1351,92 
130,1427,68 
140,1492,44 
150,1589,93 
160,1692,120 
170,1783,71 
180,1902,95 
190,1997,81 
200,2097,116 
210,2196,75 
220,2299,100 
230,2384,97 
240,2473,70 
250,2593,106 
260,2668,60 
270,2756,82 
280,2842,74 
290,2900,75 
300,3042,108 
310,3258,222 
320,3416,156 
330,3441,-413 
340,3441,-712 
350,3441,-568 
360,3441,-520 
370,3441,-231 
380,3441,-278 
390,3441,-202 
400,3441,-51 
