time,recvpackets@tsung_controller@ip-172-31-29-214 
10,582 
20,561.0 
30,545.0 
40,1175.0 
50,1136.0 
60,1178.0 
70,1519.0 
80,1847.0 
90,2128.0 
100,2428.0 
110,2554.0 
120,2892.0 
130,3293.0 
140,3514.0 
150,3614.0 
160,3823.0 
170,4108.0 
180,3946.0 
190,4592.0 
200,4960.0 
210,5357.0 
220,5317.0 
230,5604.0 
240,5766.0 
250,6386.0 
260,6862.0 
270,7103.0 
280,7387.0 
290,7871.0 
300,7913.0 
310,8337.0 
320,8163.0 
330,8296.0 
340,6381.0 
350,5274.0 
360,4689.0 
370,3662.0 
380,2582.0 
390,2555.0 
400,2284.0 
