time,freemem@tsung_controller@ip-172-31-31-18 
0,3519.4765625 
10,3519.03125 
20,3515.6953125 
30,3512.296875 
40,3503.15625 
50,3495.9453125 
60,3491.28125 
70,3482.4609375 
80,3479.890625 
90,3478.66015625 
100,3469.3359375 
110,3467.4453125 
120,3466.1875 
130,3451.67578125 
140,3446.68359375 
150,3445.203125 
160,3443.48046875 
170,3442.03125 
180,3441.11328125 
190,3429.8046875 
200,3422.55859375 
210,3421.859375 
220,3419.84765625 
230,3402.98828125 
240,3401.33984375 
250,3399.3125 
260,3397.80859375 
270,3396.62109375 
280,3395.3984375 
290,3394.3046875 
300,3393.30078125 
310,3365.99609375 
