time,connect,request 
0,13.644,95.603 
10,13.644,95.603 
20,13.644,95.603 
30,13.644,95.603 
40,13.644,95.603 
50,13.644,95.603 
60,22.844,95.603 
70,22.844,95.603 
80,22.844,95.603 
90,22.844,95.603 
100,22.844,95.603 
110,210.962,425.13 
120,210.962,425.13 
130,210.962,425.13 
140,210.962,425.13 
150,210.962,425.13 
160,221.728,425.13 
170,221.728,425.13 
180,221.728,425.13 
190,221.728,425.13 
200,221.728,425.13 
210,221.728,425.13 
220,435.678,569.774 
230,435.678,569.774 
240,435.678,569.774 
250,435.678,569.774 
260,435.678,569.774 
270,435.678,569.774 
280,435.678,569.774 
290,435.678,569.774 
300,435.678,951.005 
310,435.678,1265.969 
