time,users_count,finish_users_count 
0,7,0 
10,16,0 
20,26,0 
30,41,3 
40,52,9 
50,65,13 
60,87,20 
70,119,25 
80,156,33 
90,190,42 
100,217,66 
110,238,86 
120,272,109 
130,319,129 
140,362,150 
150,411,168 
160,421,204 
170,421,239 
180,421,284 
190,421,305 
200,421,320 
210,421,327 
220,421,348 
230,421,372 
240,421,391 
250,421,415 
254,421,421 
