time,size_sent,size_rcv 
0,7.0875,7.11328125 
10,12.95078125,12.83203125 
20,23.50078125,23.45078125 
30,42.409375,42.36953125 
40,60.30234375,59.2765625 
50,78.33671875,78.0546875 
60,110.7640625,110.5796875 
70,141.40078125,140.728125 
80,189.77578125,189.14296875 
90,231.01953125,230.0328125 
100,299.340625,297.9921875 
110,344.74921875,342.765625 
120,414.93828125,412.76953125 
130,489.77265625,487.0859375 
140,561.40703125,558.21875 
150,632.68359375,629.6359375 
160,700.75703125,696.97265625 
170,756.4859375,751.8890625 
180,828.29609375,822.60390625 
190,862.1671875,855.46171875 
200,886.40390625,879.16875 
210,897.8265625,890.23203125 
220,930.290625,921.83515625 
230,967.26484375,958.1859375 
240,1001.2828125,991.37578125 
250,1038.58203125,1027.7234375 
254,1049.771875,1038.78671875 
