time,newphase 
20,1 
30,1 
40,2 
50,2 
60,3 
70,3 
80,4 
90,4 
100,5 
110,5 
120,6 
130,6 
140,7 
150,7 
160,8 
170,8 
180,9 
190,9 
200,10 
210,10 
220,11 
230,11 
240,11 
250,11 
260,11 
270,11 
280,11 
290,11 
300,11 
310,11 
320,11 
330,11 
340,11 
347,11 
