time,users_count,finish_users_count 
0,4,0 
10,14,0 
20,26,0 
30,46,1 
40,66,4 
50,102,8 
60,130,13 
70,166,18 
80,207,34 
90,267,54 
100,305,72 
110,357,101 
120,408,138 
130,477,183 
140,567,215 
150,654,249 
160,764,294 
170,935,332 
180,1069,374 
190,1261,436 
200,1452,546 
210,1677,648 
220,1941,772 
230,2194,893 
240,2353,1029 
250,2353,1184 
260,2353,1385 
270,2353,1613 
280,2353,1736 
290,2353,1842 
300,2353,1983 
310,2353,2093 
320,2353,2191 
330,2353,2232 
340,2353,2303 
347,2353,2353 
