time,freemem@tsung_controller@ip-172-31-28-236 
0,3521.6328125 
10,3522.88671875 
20,3523.74609375 
30,3523.7578125 
40,3523.7578125 
50,3523.7578125 
60,3523.7578125 
70,3523.7578125 
80,3523.7578125 
90,3523.7578125 
100,3523.7578125 
110,3523.7578125 
120,3523.7578125 
130,3523.7578125 
140,3523.7578125 
150,3523.7578125 
160,3523.7578125 
170,3523.7578125 
180,3523.7578125 
190,3523.7578125 
200,3523.7578125 
210,3523.7578125 
220,3523.7578125 
230,3523.7578125 
240,3523.7578125 
250,3523.7578125 
253,3523.7578125 
