time,newphase 
50,1 
60,1 
70,2 
80,2 
90,2 
100,2 
110,2 
120,3 
130,3 
140,4 
150,4 
160,4 
170,4 
180,4 
190,4 
200,4 
210,4 
220,4 
230,4 
240,4 
250,4 
253,4 
