time,connect,request 
0,1.127,13.845 
10,1.127,13.845 
20,1.102,13.845 
30,1.102,13.035 
40,1.099,13.035 
50,0.947,8.571 
60,0.85,8.571 
70,0.85,8.524 
80,0.85,7.761 
90,0.815,7.761 
100,0.815,7.356 
110,0.788,7.212 
120,0.788,7.212 
130,0.788,7.033 
140,0.772,7.033 
150,0.772,7.033 
160,0.772,7.033 
170,0.764,7.033 
180,0.764,4.382 
190,0.764,4.046 
200,0.764,3.192 
210,0.764,3.192 
220,0.764,3.083 
230,0.761,3.083 
240,0.761,3.083 
250,0.761,3.083 
260,0.761,3.083 
270,0.761,3.083 
280,0.761,3.083 
290,0.761,3.083 
294,0.761,3.083 
