time,users,connected 
0,15,14 
10,22,22 
20,35,32 
30,45,45 
40,55,54 
50,80,80 
60,94,93 
70,126,122 
80,144,142 
90,170,169 
100,187,186 
110,219,218 
120,255,255 
130,261,262 
140,298,294 
150,327,323 
160,379,379 
170,462,460 
180,573,570 
190,667,664 
200,764,763 
210,852,851 
220,953,952 
230,1099,1087 
240,972,976 
250,745,755 
260,487,501 
270,215,225 
280,52,57 
290,0,0 
294,0,0 
