time,users_count,finish_users_count 
0,1.5,0 
10,0.7,0 
20,1.3,0 
30,1.2,0.2 
40,1.7,0.7 
50,3.1,0.6 
60,3.2,1.8 
70,3.9,0.7 
80,4.1,2.3 
90,4.5,1.9 
100,5.8,4.1 
110,6.4,3.2 
120,7.6,4 
130,5.5,4.9 
140,9,5.3 
150,9.3,6.4 
160,11.7,6.5 
170,15.2,6.9 
180,18.1,7 
190,18.4,9 
200,21.2,11.5 
210,23.2,14.4 
220,26.7,16.6 
230,32.2,17.6 
240,6.5,19.2 
250,0,22.7 
260,0,25.8 
270,0,27.2 
280,0,16.3 
290,0,5.2 
294,0,0 
