time,size_sent,size_rcv 
0,11.1375,38.3265625 
10,22.89453125,72.68671875 
20,30.43671875,99.03203125 
30,54.64296875,169.16875 
40,107.15078125,309.06640625 
50,171.70625,486.56015625 
60,276.39140625,757.1390625 
70,347.421875,950.4953125 
80,495.7078125,1340.5671875 
90,633.8703125,1698.09609375 
100,865.84921875,2270.021875 
110,1075.32109375,2777.90703125 
120,1348.93046875,3479.809375 
130,1616.415625,4150.12109375 
140,1971.4953125,5036.9109375 
150,2364.4265625,5999.42578125 
160,2786.40625,7079.6578125 
170,3248.99921875,8223.75390625 
180,3765.5828125,9530.8296875 
190,4393.5828125,11074.60390625 
200,5154.0984375,12839.78125 
210,6079.209375,14937.1921875 
220,7106.53828125,17459.0265625 
230,8179.58828125,20211.63125 
240,9187.85703125,22554.89921875 
250,10278.65078125,25016.12890625 
260,11492.8578125,27775.43671875 
270,12606.0703125,30373.37578125 
280,13248.90546875,31572.6734375 
290,13428.95703125,31882.17890625 
294,13428.95703125,31882.17890625 
