time,size_sent,size_rcv 
0,7.5234375,7.4203125 
10,13.38671875,13.1390625 
20,22.9046875,22.465625 
30,53.4296875,54.2828125 
40,114.45703125,115.853125 
50,167.61328125,169.37734375 
60,235.459375,238.74375 
70,328.14765625,335.11328125 
80,463.8359375,474.44140625 
90,634.25859375,651.740625 
100,791.19453125,817.01015625 
110,997.71328125,1024.14453125 
120,1214.9015625,1262.08828125 
130,1465.059375,1507.95703125 
140,1732.44921875,1790.52265625 
150,2043.78515625,2114.025 
160,2394.96953125,2420.61796875 
170,2799.90703125,2772.0890625 
180,3232.409375,3178.68984375 
190,3734.15859375,3560.4328125 
200,4320.2046875,4031.5609375 
210,4886.84375,4502.0796875 
220,5456.65078125,4968.51796875 
230,6065.45390625,5444.6484375 
240,6604.328125,5901.62109375 
250,7240.2171875,6360.175 
260,7853.35703125,6833.028125 
270,8355.5828125,7246.3 
280,8780.20390625,7554.12265625 
290,9077.1546875,7827.87578125 
300,9387.96796875,8112.64375 
310,9692.03515625,8387.63125 
