time,freemem@tsung_controller@ip-172-31-28-236 
0,3517.29296875 
10,3517.29296875 
20,3517.29296875 
30,3517.29296875 
40,3517.29296875 
50,3517.29296875 
60,3517.29296875 
70,3517.29296875 
80,3516.671875 
90,3515.11328125 
100,3511.7109375 
110,3510.484375 
120,3509.7421875 
130,3508.3828125 
140,3508.23046875 
150,3508.23046875 
160,3507.828125 
170,3507.609375 
180,3507.2578125 
190,3507.16015625 
200,3507.16015625 
210,3505.6328125 
220,3504.984375 
230,3504.984375 
240,3504.984375 
250,3504.6484375 
258,3504.6484375 
