time,freemem@tsung_controller@ip-172-31-23-21 
0,3515.7421875 
10,3516.6953125 
20,3516.4609375 
30,3516.24609375 
40,3515.04296875 
50,3512.75390625 
60,3510.82421875 
70,3508.14453125 
80,3507.15234375 
90,3504.83203125 
100,3504.38671875 
110,3503.3515625 
120,3498.296875 
130,3497.0234375 
140,3491.1015625 
150,3487.93359375 
160,3487.0 
170,3478.90625 
180,3476.92578125 
190,3467.328125 
200,3460.44921875 
210,3436.87890625 
220,3430.37109375 
230,3428.55859375 
240,3427.828125 
250,3427.578125 
260,3413.78125 
270,3419.94921875 
280,3419.73046875 
290,3419.2421875 
300,3419.328125 
310,3420.109375 
320,3420.625 
330,3420.75 
333,3422.328125 
