time,page 
0,93.89820000000002 
10,33.01941666666666 
20,27.78984615384615 
30,76.09722727272727 
40,109.15948717948716 
50,91.89021951219512 
60,127.56556363636368 
70,118.57994366197183 
80,152.7209892473118 
90,132.07971249999997 
100,147.5021886792452 
110,170.1000629921259 
120,202.64229545454538 
130,173.57229651162788 
140,260.64724875621897 
150,216.50626168224318 
160,595.5534355555552 
170,504.4305387096771 
180,608.4234470198667 
190,1059.9793644578315 
200,1778.7115126050417 
210,2645.0713787234085 
220,2279.2637775831886 
230,2216.2691641791066 
240,3123.1962956730786 
250,2723.0414589371962 
260,3242.040726161369 
270,3939.0694447674437 
280,5954.252813084113 
290,7037.312724444448 
300,4397.85370138889 
310,5299.609312217198 
320,10571.139852272732 
330,15794.279412698412 
333,0 
