time,session 
30,43.60699999999815 
40,90.8306925042709 
50,55.3813471363782 
60,49.215678475800246 
70,48.74260340020249 
80,21907.661372906176 
90,18502.277665509286 
100,17339.174537993866 
110,19911.792464244856 
120,20765.81176644856 
130,20112.711797965017 
140,20914.979012484953 
150,22203.549735175533 
160,22402.31709235227 
170,21170.130198480103 
180,21305.923158036763 
190,22176.104688021547 
200,20237.44040356468 
210,20472.20185872089 
220,21272.046279926275 
230,21443.279159797497 
240,21904.795667438717 
250,21638.662928960057 
260,23869.711807163636 
270,22956.41249941837 
280,19594.78973062617 
290,21069.508275806456 
300,7066.523823821012 
310,9077.01781645219 
320,8696.204639591022 
330,3301.200356317545 
333,0 
