time,sentpackets@tsung_controller@ip-172-31-19-35 
10,881 
20,718.0 
30,661.0 
40,1464.0 
50,1613.0 
60,1728.0 
70,2165.0 
80,2693.0 
90,2948.0 
100,3249.0 
110,3823.0 
120,3717.0 
130,4457.0 
140,4877.0 
150,4984.0 
160,5296.0 
170,6017.0 
180,5715.0 
190,6295.0 
200,6512.0 
210,6899.0 
220,7672.0 
230,8020.0 
240,7981.0 
250,8774.0 
260,8755.0 
270,8818.0 
280,9460.0 
290,9284.0 
300,9767.0 
310,10119.0 
320,10122.0 
330,10089.0 
340,7099.0 
350,6081.0 
360,5994.0 
370,4476.0 
380,3696.0 
390,3865.0 
400,3725.0 
407,1987.0 
