time,freemem@tsung_controller@ip-172-31-19-35 
0,3521.65234375 
10,3521.65234375 
20,3521.65234375 
30,3521.65234375 
40,3521.65234375 
50,3521.65234375 
60,3521.65234375 
70,3521.65234375 
80,3521.65234375 
90,3521.65234375 
100,3521.65234375 
110,3521.65234375 
120,3521.65234375 
130,3521.65234375 
140,3521.65234375 
150,3521.65234375 
160,3521.65234375 
170,3521.65234375 
180,3521.65234375 
190,3521.65234375 
200,3521.65234375 
210,3521.65234375 
220,3521.65234375 
230,3521.65234375 
240,3521.65234375 
250,3521.65234375 
260,3521.65234375 
270,3521.65234375 
280,3521.65234375 
290,3521.65234375 
300,3521.65234375 
310,3521.65234375 
320,3521.65234375 
330,3521.65234375 
340,3521.65234375 
350,3521.65234375 
360,3521.65234375 
370,3521.65234375 
380,3521.65234375 
390,3521.65234375 
400,3521.65234375 
407,3521.65234375 
