time,users,connected 
0,103,98 
10,194,191 
20,299,294 
30,416,413 
40,499,494 
50,590,589 
60,708,682 
70,832,798 
80,915,896 
90,1012,977 
100,1174,1141 
110,1219,1176 
120,1326,1282 
130,1442,1381 
140,1533,1472 
150,1613,1559 
160,1695,1628 
170,1819,1771 
180,1933,1824 
190,2046,1815 
200,2168,1790 
210,2267,1778 
220,2347,1799 
230,2456,1837 
240,2564,1783 
250,2643,1790 
260,2723,1808 
270,2797,1817 
280,2899,1808 
290,2995,1820 
300,3155,1800 
310,3262,1833 
320,3340,1806 
330,2855,1662 
340,2268,1435 
350,1718,1136 
360,1286,928 
370,997,834 
380,699,557 
390,391,278 
400,114,118 
407,0,0 
