time,connect,request 
0,1.1,2.5 
10,0.8,1.2 
20,1.5,2.9 
30,1.8,5.2 
40,3.4,9.8 
50,3.2,13.7 
60,3.1,12.3 
70,4,17.8 
80,4.4,24.5 
90,4.9,22.5 
100,7.3,26.5 
110,5.3,30.8 
120,5.5,25.7 
130,8.2,29.2 
140,10.3,33.8 
150,9.5,40.4 
160,1.1,34.5 
170,0,24.2 
180,0,33 
190,0,36.6 
200,0,34 
210,0,26.8 
220,0,24.9 
230,0,24.4 
240,0,20.9 
250,0,23.6 
260,0,19.9 
261,0,0 
