time,502,200,500,302 
150,111,1962,150,765 
160,142,2186,177,828 
170,142,2328,256,849 
180,208,2495,337,865 
190,319,2656,422,874 
200,442,2786,492,891 
210,475,2911,578,915 
220,475,3031,673,949 
230,475,3119,778,1000 
240,475,3194,866,1046 
250,475,3302,972,1068 
260,475,3453,1016,1072 
261,475,3453,1016,1072 
