time,users,connected 
0,11,11 
10,19,8 
20,35,15 
30,51,16 
40,80,29 
50,101,19 
60,122,21 
70,147,28 
80,170,19 
90,197,29 
100,249,54 
110,279,28 
120,312,33 
130,368,57 
140,453,85 
150,523,69 
160,530,-17 
170,530,-16 
180,530,-47 
190,530,-49 
200,530,-56 
210,530,-46 
220,530,-33 
230,530,-31 
240,530,-52 
250,530,-73 
260,530,-101 
261,530,0 
