time,page 
0,74.69654545454544 
10,27.477249999999998 
20,41.06680000000001 
30,114.94354166666669 
40,99.84805769230769 
50,374.2395818181818 
60,170.78066071428563 
70,293.16414102564096 
80,1470.125212121212 
90,2137.659674418604 
100,3014.8707830188673 
110,5128.189906976744 
120,6248.075689320392 
130,7994.929123966943 
140,8638.597268115936 
150,8618.782672727277 
160,14242.005854166673 
170,18077.76831034483 
180,17865.908213114755 
190,15006.516086330932 
200,18817.39459459459 
210,27487.30837804878 
220,30179.78198437499 
230,40334.67265853658 
240,47886.669288461526 
250,47762.64187671234 
260,37721.844683168325 
261,0 
