time,freemem@tsung_controller@ip-172-31-27-7 
0,3516.24609375 
10,3517.59765625 
20,3517.59765625 
30,3517.59765625 
40,3517.59765625 
50,3517.59765625 
60,3517.59765625 
70,3517.59765625 
80,3517.59765625 
90,3517.59765625 
100,3517.59765625 
110,3517.59765625 
120,3517.59765625 
130,3517.59765625 
140,3517.59765625 
150,3517.59765625 
160,3517.59765625 
170,3517.59765625 
180,3517.59765625 
190,3517.59765625 
200,3517.59765625 
210,3517.59765625 
213,3517.59765625 
