time,load@tsung_controller@ip-172-31-23-21 
0,0.0 
10,0.0 
20,0.0 
30,0.078125 
40,0.0703125 
50,0.05859375 
60,0.05078125 
70,0.0390625 
80,0.03125 
90,0.03125 
100,0.01953125 
110,0.01953125 
120,0.01953125 
130,0.01171875 
140,0.01171875 
150,0.078125 
160,0.0703125 
170,0.05859375 
180,0.05078125 
190,0.0390625 
200,0.03125 
210,0.03125 
220,0.01953125 
230,0.01953125 
240,0.01953125 
250,0.16015625 
260,0.140625 
270,0.26953125 
280,0.23046875 
290,0.19921875 
300,0.25 
310,0.2109375 
320,0.171875 
330,0.1484375 
340,0.12109375 
342,0.1015625 
