time,users_count,finish_users_count 
0,6,0 
10,15,0 
20,39,0 
30,58,1 
40,84,8 
50,106,14 
60,153,26 
70,194,32 
80,251,50 
90,294,64 
100,339,96 
110,405,120 
120,485,156 
130,549,189 
140,648,231 
150,751,279 
160,872,319 
170,1004,368 
180,1171,436 
190,1354,522 
200,1599,621 
210,1840,719 
220,2105,838 
230,2380,988 
240,2416,1103 
250,2416,1258 
260,2416,1487 
270,2416,1708 
280,2416,1841 
290,2416,1982 
300,2416,2110 
310,2416,2219 
320,2416,2269 
330,2416,2323 
340,2416,2416 
342,2416,2416 
