time,connect,request 
0,0.6,1.2 
10,0.9,1.5 
20,2.3,4.3 
30,2,5.3 
40,2.5,9.1 
50,2.3,9.4 
60,4.6,16.1 
70,4.5,14.7 
80,5.8,22.8 
90,5.5,19.7 
100,5.7,26.9 
110,7.7,29 
120,9.6,36.6 
130,8.8,35.7 
140,12.7,48.2 
150,14,51.9 
160,14.1,51.3 
170,15.5,53.5 
180,20.5,77.5 
190,22,87.8 
200,28.1,107.7 
210,29.3,118.9 
220,33.2,121.5 
230,41.7,139.5 
240,17.7,93.2 
250,9.1,102.8 
260,8.4,134.5 
270,13.2,132.1 
280,14.3,82.1 
290,13,83.5 
300,12.1,77.1 
310,5.4,57.7 
320,0.3,39.6 
330,0,23.8 
340,0,22.1 
342,0,0 
