time,size_sent,size_rcv 
0,5.44765625,5.4609375 
10,11.2921875,11.22890625 
20,29.8390625,29.7390625 
30,58.83671875,515.14609375 
40,113.109375,3772.62109375 
50,171.48359375,6587.45 
60,269.19296875,12207.56796875 
70,356.32421875,15074.0734375 
80,499.21953125,23586.8171875 
90,625.84296875,30271.12890625 
100,810.35703125,45252.1671875 
110,996.7328125,56790.96015625 
120,1232.81875,74430.77734375 
130,1472.75390625,90764.7921875 
140,1798.73828125,112387.79609375 
150,2172.9390625,139155.84765625 
160,2544.59296875,165675.9875 
170,2900.73125,191531.621875 
180,3381.640625,217332.30234375 
190,3914.67265625,243737.26640625 
200,4543.8890625,268997.57265625 
210,5215.6734375,294846.54453125 
220,5852.86171875,320646.578125 
230,6548.23203125,347005.4421875 
240,7073.83828125,374037.62421875 
250,7660.01953125,401079.05625 
260,8353.8203125,428493.72421875 
270,9034.65078125,455857.63359375 
280,9492.4859375,483101.8875 
290,9895.715625,510383.9546875 
300,10256.98984375,537905.2609375 
310,10494.4125,564579.46875 
320,10703.7609375,591959.93515625 
330,10827.421875,619541.26328125 
340,10914.459375,643589.01484375 
342,10914.459375,643589.01484375 
