time,page 
0,136.65 
10,164.627 
20,311.046 
30,643.61 
40,694.7 
50,707.467 
60,751.713 
70,763.37 
80,822.864 
90,954.144 
100,957.908 
110,1093.247 
120,1479.57 
130,1479.57 
140,2705.303 
150,3544.937 
160,7894.388 
170,11324.755 
180,11648.69 
190,12381.514 
200,13354.04 
210,14239.444 
220,14577.331 
230,15633.734 
240,17144.984 
250,19066.012 
260,22125.84 
270,24451.306 
280,25108.265 
290,25526.192 
300,25526.192 
310,25526.192 
320,25526.192 
330,26851.627 
340,27407.38 
342,27407.38 
