time,load@tsung_controller@ip-172-31-23-21 
0,0.0 
10,0.0 
20,0.0 
30,0.078125 
40,0.078125 
50,0.078125 
60,0.078125 
70,0.078125 
80,0.078125 
90,0.078125 
100,0.078125 
110,0.078125 
120,0.078125 
130,0.078125 
140,0.078125 
150,0.078125 
160,0.078125 
170,0.078125 
180,0.078125 
190,0.078125 
200,0.078125 
210,0.078125 
220,0.078125 
230,0.078125 
240,0.078125 
250,0.16015625 
260,0.16015625 
270,0.26953125 
280,0.26953125 
290,0.26953125 
300,0.26953125 
310,0.26953125 
320,0.26953125 
330,0.26953125 
340,0.26953125 
342,0.26953125 
