time,connect,request 
0,1.565,11.373 
10,1.565,11.084 
20,1.265,8.758 
30,1.265,8.737 
40,1.183,8.72 
50,1.183,8.706 
60,1.183,8.611 
70,1.183,8.562 
80,1.183,8.562 
90,1.183,8.562 
100,1.183,8.562 
110,1.183,8.562 
120,1.183,8.562 
130,1.176,8.562 
140,1.176,8.562 
150,1.176,8.562 
160,1.176,8.562 
170,1.176,8.562 
180,1.176,0.838 
190,1.176,0.812 
200,1.163,0.812 
210,1.158,0.812 
220,1.057,0.81 
230,1.057,0.81 
240,1.057,0.81 
250,1.057,0.81 
260,1.057,0.81 
270,1.057,0.81 
280,1.057,0.81 
290,1.057,0.81 
300,1.057,0.81 
310,1.057,0.81 
320,1.057,0.81 
330,1.057,0.81 
340,1.057,0.81 
342,1.057,0.81 
