time,sentpackets@tsung_controller@ip-172-31-31-18 
10,637 
20,1034.0 
30,934.0 
40,1321.0 
50,1678.0 
60,1585.0 
70,2067.0 
80,2604.0 
90,3.0e3 
100,3978.0 
110,3681.0 
120,3439.0 
130,4511.0 
140,4775.0 
150,5081.0 
160,5172.0 
170,5457.0 
180,6104.0 
190,6.2e3 
200,6229.0 
210,6640.0 
220,7457.0 
230,7787.0 
240,7743.0 
250,8447.0 
260,8868.0 
270,8783.0 
280,9055.0 
290,9584.0 
300,10113.0 
310,9805.0 
320,10239.0 
330,10502.0 
340,6917.0 
350,5996.0 
360,6611.0 
370,5082.0 
380,3573.0 
390,3512.0 
400,3493.0 
407,2277.0 
