time,size_sent,size_rcv 
0,65.75,65.409375 
10,174.240625,174.203125 
20,260.42734375,260.246875 
30,416.9328125,424.17109375 
40,634.5765625,644.5484375 
50,838.04609375,850.0859375 
60,1109.3203125,1127.3546875 
70,1425.4796875,1475.46640625 
80,1807.78828125,1877.8484375 
90,2297.484375,2363.21875 
100,2754.4828125,2836.3265625 
110,3204.7765625,3297.41015625 
120,3744.38125,3844.95 
130,4368.2296875,4494.696875 
140,5034.496875,5162.3375 
150,5660.771875,5792.00390625 
160,6355.58125,6518.81328125 
170,7125.98984375,7287.503125 
180,7920.18046875,8073.67578125 
190,8704.790625,8874.5 
200,9541.53828125,9742.709375 
210,10517.71171875,10730.91328125 
220,11494.946875,11722.1515625 
230,12426.56953125,12658.13515625 
240,13483.34140625,13730.521875 
250,14617.5703125,14892.31640625 
260,15715.5234375,16008.1859375 
270,16844.22890625,17135.446875 
280,18073.71484375,18402.15234375 
290,19366.65078125,19703.53515625 
300,20641.34609375,20951.93828125 
310,21969.965625,22190.4921875 
320,23286.58828125,23489.2 
330,24243.246875,24516.484375 
340,25074.66328125,25265.28515625 
350,25923.0515625,26038.31640625 
360,26643.9046875,26501.2078125 
370,27068.471875,26684.55078125 
380,27477.9078125,26904.9640625 
390,27882.31796875,27122.39453125 
400,28178.0515625,27227.59140625 
407,28279.1421875,27240.68828125 
