time,size_sent,size_rcv 
0,5.55703125,5.5140625 
10,15.93515625,16.03046875 
20,36.98515625,37.26796875 
30,68.94453125,68.70625 
40,111.2890625,111.24453125 
50,164.1875,166.24140625 
60,259.8421875,263.27109375 
70,368.778125,376.13359375 
80,506.7109375,520.44765625 
90,611.55703125,632.7234375 
100,805.78359375,833.5078125 
110,1038.85625,1077.328125 
120,1322.5171875,1368.35234375 
130,1548.990625,1610.646875 
140,1856.93203125,1930.39140625 
150,2197.2078125,2286.4921875 
160,2560.5390625,2632.0421875 
170,2944.48359375,2989.665625 
180,3419.84296875,3422.44140625 
190,3874.13515625,3825.5078125 
200,4421.3734375,4322.90859375 
210,5099.18359375,4839.24296875 
220,5745.94609375,5376.36484375 
230,6529.44140625,5937.82890625 
240,7097.2578125,6386.35 
250,7688.91640625,6816.8578125 
260,8397.65,7321.82421875 
270,8931.60078125,7750.803125 
280,9397.43203125,8052.5515625 
290,9749.7765625,8354.72734375 
300,10090.0390625,8664.6796875 
310,10429.89921875,8968.63671875 
320,10623.1234375,9139.7828125 
