time,recvpackets@tsung_controller@ip-172-31-29-214 
10,706 
20,763.0 
30,752.0 
40,1411.0 
50,1522.0 
60,1311.0 
70,1795.0 
80,2295.0 
90,2519.0 
100,3037.0 
110,3331.0 
120,3626.0 
130,3970.0 
140,4324.0 
150,4365.0 
160,4661.0 
170,5927.0 
180,6116.0 
190,6669.0 
200,6867.0 
210,6934.0 
220,7107.0 
230,7457.0 
240,7845.0 
250,8536.0 
260,8795.0 
270,8443.0 
280,8902.0 
290,8863.0 
300,9022.0 
310,9656.0 
320,9457.0 
330,9745.0 
340,6437.0 
350,5452.0 
360,5002.0 
370,3671.0 
380,2990.0 
390,3206.0 
400,3082.0 
410,1598.0 
