time,load@tsung_controller@ip-172-31-29-214 
0,0.078125 
10,0.078125 
20,0.078125 
30,0.078125 
40,0.078125 
50,0.109375 
60,0.109375 
70,0.109375 
80,0.109375 
90,0.109375 
100,0.2109375 
110,0.2109375 
120,0.2109375 
130,0.2109375 
140,0.2109375 
150,0.2109375 
160,0.359375 
170,0.359375 
180,0.359375 
190,0.37109375 
200,0.5390625 
210,0.5390625 
220,0.6015625 
230,0.6484375 
240,0.6484375 
250,0.6484375 
260,0.6484375 
270,0.6484375 
280,0.6484375 
290,0.6484375 
300,0.6484375 
310,0.6484375 
320,0.6484375 
330,0.6484375 
340,0.6484375 
350,0.6484375 
360,0.6484375 
370,0.6484375 
380,0.6484375 
390,0.6484375 
400,0.6484375 
410,0.6484375 
