time,connect,request 
0,14.999,103.297 
10,14.999,103.297 
20,14.999,103.297 
30,14.999,110.283 
40,14.999,354.72 
50,14.999,354.72 
60,14.999,354.72 
70,14.999,354.72 
80,14.999,354.72 
90,14.999,354.72 
100,14.999,354.72 
110,14.999,354.72 
120,23.544,354.72 
130,23.544,354.72 
140,23.544,354.72 
150,241.524,486.963 
160,310.236,486.963 
170,503.651,844.453 
180,503.651,844.453 
190,503.651,844.453 
200,503.651,844.453 
210,503.651,1058.041 
220,503.651,1573.635 
230,503.651,65116.428 
240,503.651,65116.428 
250,503.651,65116.428 
260,503.651,65116.428 
270,503.651,65116.428 
280,503.651,65116.428 
290,503.651,65116.428 
300,503.651,65116.428 
310,503.651,65116.428 
320,503.651,65116.428 
330,503.651,65116.428 
340,503.651,65116.428 
350,503.651,65116.428 
360,503.651,65116.428 
370,503.651,65116.428 
380,503.651,66269.337 
390,503.651,66269.337 
400,503.651,66269.337 
410,503.651,66269.337 
