time,freemem@tsung_controller@ip-172-31-29-214 
0,3523.45703125 
10,3523.19921875 
20,3519.76171875 
30,3516.33984375 
40,3506.14453125 
50,3497.76953125 
60,3495.2265625 
70,3486.6015625 
80,3484.0 
90,3481.9453125 
100,3480.13671875 
110,3471.28515625 
120,3468.828125 
130,3466.671875 
140,3453.7890625 
150,3452.51171875 
160,3435.47265625 
170,3422.08203125 
180,3404.7265625 
190,3402.25 
200,3399.63671875 
210,3398.5078125 
220,3397.26953125 
230,3382.59375 
240,3379.88671875 
250,3379.05078125 
260,3365.6875 
270,3362.734375 
280,3360.8828125 
290,3360.35546875 
300,3359.609375 
310,3346.3828125 
320,3343.11328125 
330,3342.609375 
340,3342.08203125 
350,3341.81640625 
360,3341.578125 
370,3341.6953125 
380,3341.58203125 
390,3357.84375 
400,3362.609375 
410,3379.2890625 
