time,load@tsung_controller@ip-172-31-29-214 
0,0.078125 
10,0.0703125 
20,0.05859375 
30,0.05078125 
40,0.0390625 
50,0.109375 
60,0.1015625 
70,0.078125 
80,0.0703125 
90,0.05859375 
100,0.2109375 
110,0.171875 
120,0.1484375 
130,0.12109375 
140,0.1015625 
150,0.171875 
160,0.359375 
170,0.30859375 
180,0.26171875 
190,0.37109375 
200,0.5390625 
210,0.53125 
220,0.6015625 
230,0.6484375 
240,0.55078125 
250,0.609375 
260,0.51953125 
270,0.44140625 
280,0.37109375 
290,0.4609375 
300,0.390625 
310,0.41015625 
320,0.3515625 
330,0.37109375 
340,0.30859375 
350,0.26171875 
360,0.21875 
370,0.19140625 
380,0.16015625 
390,0.12890625 
400,0.109375 
410,0.08984375 
