time,page 
0,137.239 
10,137.239 
20,137.239 
30,137.239 
40,400.709 
50,400.709 
60,400.709 
70,400.709 
80,400.709 
90,400.709 
100,400.709 
110,400.709 
120,400.709 
130,400.709 
140,400.709 
150,854.119 
160,888.075 
170,1330.846 
180,1330.846 
190,1330.846 
200,1794.278 
210,2673.64 
220,4136.424 
230,65116.428 
240,65116.428 
250,65116.428 
260,65116.428 
270,65116.428 
280,65116.428 
290,65116.428 
300,65116.428 
310,65116.428 
320,65116.428 
330,65116.428 
340,65116.428 
350,65116.428 
360,65116.428 
370,65116.428 
380,66269.337 
390,66269.337 
400,66269.337 
410,66269.337 
