time,users_count,finish_users_count 
0,89,0 
10,175,0 
20,268,0 
30,412,17 
40,565,76 
50,720,124 
60,884,184 
70,1074,249 
80,1297,368 
90,1538,474 
100,1768,606 
110,2026,785 
120,2315,965 
130,2607,1182 
140,2879,1396 
150,3220,1632 
160,3558,1867 
170,3905,2127 
180,4279,2377 
190,4664,2677 
200,5093,2997 
210,5520,3336 
220,5984,3691 
230,6434,4050 
240,6906,4434 
250,7413,4824 
260,7916,5248 
270,8438,5682 
280,8954,6130 
290,9484,6589 
300,10063,7026 
310,10679,7423 
320,11260,7849 
330,11353,8388 
340,11353,9065 
350,11353,9637 
360,11353,10147 
370,11353,10402 
380,11353,10666 
390,11353,10899 
400,11353,11153 
