time,session 
30,35186.755 
40,35339.862 
50,35339.862 
60,35339.862 
70,35339.862 
80,80291.468 
90,80291.468 
100,80291.468 
110,80291.468 
120,80291.468 
130,80328.703 
140,80331.824 
150,80331.824 
160,80331.824 
170,80331.824 
180,80331.824 
190,80331.824 
200,80575.759 
210,80606.575 
220,80606.575 
230,80606.575 
240,80606.575 
250,80606.575 
260,80606.575 
270,80709.59 
280,80990.584 
290,81179.193 
300,81179.193 
310,82911.869 
320,85371.802 
330,85948.724 
340,85948.724 
350,262079.543 
360,262079.543 
370,262079.543 
380,262079.543 
390,262079.543 
400,262079.543 
