time,session 
30,35076.66994117648 
40,35072.06844067798 
50,35057.89418750002 
60,35062.14071666668 
70,35061.4613076923 
80,49825.01242016806 
90,51200.993905660405 
100,49728.50767424243 
110,53676.11173743016 
120,55072.6166611111 
130,51464.04515668202 
140,54231.62806542055 
150,53952.435300847465 
160,56140.79711063827 
170,56719.61985384617 
180,53620.595787999984 
190,53689.610510000006 
200,56048.93973437499 
210,56338.31171976398 
220,53603.68417746475 
230,55902.04949860723 
240,55492.92930468749 
250,54283.212879487175 
260,54789.44360377356 
270,55177.002453917026 
280,57795.75514508926 
290,55495.82895424841 
300,57801.91155148743 
310,56727.16515617125 
320,59588.45004460095 
330,60573.59942300558 
340,57362.06076514031 
350,58083.925111888166 
360,61047.93402352934 
370,80352.69468627452 
380,81324.41274621207 
390,82181.4349742489 
400,84449.69070078741 
