time,session 
30,15.782870746665896 
40,6.99212336371559 
50,4.9599307102310055 
60,14.172455645451402 
70,8.011575249680199 
80,22270.538940101156 
90,21909.328933936442 
100,21528.538476334455 
110,21760.138650300138 
120,22318.366294286843 
130,22031.167002649327 
140,22472.46362096534 
150,22108.316366218707 
160,21562.46032914546 
170,22509.775426388158 
180,21810.90474262964 
190,22329.915116548487 
200,22440.16712213118 
210,22335.24539229393 
220,22429.208509372387 
230,22509.15767248851 
240,22358.539508818532 
250,22280.540220662493 
260,22464.42255351806 
270,22470.873096424355 
280,22311.95224766285 
290,22242.861322000215 
300,22384.787367366564 
310,22147.039437470576 
320,22053.241918051153 
330,21986.520648381753 
340,22512.081302291503 
350,21742.167684318625 
360,21784.51035435548 
370,550.4797025971313 
380,581.82393424307 
390,814.5265464445093 
