time,sentpackets@tsung_controller@ip-172-31-19-35 
10,867 
20,801.0 
30,751.0 
40,1549.0 
50,1735.0 
60,1767.0 
70,2195.0 
80,2792.0 
90,3010.0 
100,3597.0 
110,3237.0 
120,4262.0 
130,4584.0 
140,4997.0 
150,5048.0 
160,5530.0 
170,5871.0 
180,5664.0 
190,6835.0 
200,7471.0 
210,7410.0 
220,7811.0 
230,8051.0 
240,8170.0 
250,9114.0 
260,9859.0 
270,9857.0 
280,9768.0 
290,10073.0 
300,9860.0 
310,10535.0 
320,10047.0 
330,11225.0 
340,7697.0 
350,6722.0 
360,6057.0 
370,4420.0 
380,3287.0 
390,3039.0 
