time,session 
30,13.504950401499134 
40,4.6528496472598695 
50,129.17764521552635 
60,2.2523100459760625 
70,2.8029999999998836 
80,14.801099862472698 
90,3.8824640446302907 
100,31918.140592035794 
110,29700.683308132837 
120,25003.26743723881 
130,26537.731339503083 
140,32455.28372712259 
150,33007.539508560716 
160,31634.66217498475 
170,31483.093678296802 
180,34688.230250515524 
190,33610.60125594076 
200,3.1234093651329977 
210,3.197052367389964 
220,22.97241435939642 
230,4.853032219031812 
240,4.929241195153799 
250,6.563631649749405 
254,10.803525335446217 
