time,502,200,500,302 
170,162,3046,,1061 
180,440,3405,5,1183 
190,833,3721,5,1293 
200,1420,4070,10,1408 
210,2079,4404,20,1544 
220,2854,4690,38,1668 
230,3766,4959,51,1779 
240,4430,5264,74,1877 
250,5371,5474,108,1919 
260,6468,5667,136,1971 
270,7357,5846,166,2033 
280,7953,6002,186,2105 
290,8280,6166,219,2205 
300,8728,6306,255,2309 
310,9182,6460,276,2410 
