time,size_sent,size_rcv 
0,7.5234375,7.4203125 
10,5.86328125,5.71875 
20,9.51796875,9.3265625 
30,30.525,31.8171875 
40,61.02734375,61.5703125 
50,53.15625,53.52421875 
60,67.84609375,69.36640625 
70,92.68828125,96.36953125 
80,135.68828125,139.328125 
90,170.42265625,177.29921875 
100,156.9359375,165.26953125 
110,206.51875,207.134375 
120,217.18828125,237.94375 
130,250.1578125,245.86875 
140,267.38984375,282.565625 
150,311.3359375,323.50234375 
160,351.184375,306.59296875 
170,404.9375,351.47109375 
180,432.50234375,406.60078125 
190,501.74921875,381.74296875 
200,586.04609375,471.128125 
210,566.6390625,470.51875 
220,569.80703125,466.43828125 
230,608.803125,476.13046875 
240,538.87421875,456.97265625 
250,635.8890625,458.55390625 
260,613.13984375,472.853125 
270,502.22578125,413.271875 
280,424.62109375,307.82265625 
290,296.95078125,273.753125 
300,310.81328125,284.76796875 
310,304.0671875,274.9875 
