time,freemem@tsung_controller@ip-172-31-23-21 
0,3521.56640625 
10,3522.78125 
20,3522.78125 
30,3522.78125 
40,3522.78125 
50,3522.78125 
60,3522.78125 
70,3522.78125 
80,3522.78125 
90,3522.78125 
100,3522.78125 
110,3522.78125 
120,3522.78125 
130,3522.78125 
140,3522.78125 
150,3522.78125 
160,3522.78125 
170,3522.78125 
180,3522.78125 
190,3522.78125 
200,3522.78125 
210,3522.78125 
220,3522.78125 
230,3522.78125 
240,3522.78125 
250,3522.78125 
260,3522.78125 
270,3522.78125 
280,3522.78125 
290,3522.78125 
300,3522.78125 
310,3522.78125 
320,3522.78125 
323,3522.78125 
