time,recvpackets@tsung_controller@ip-172-31-19-35 
10,844 
20,763.0 
30,699.0 
40,1273.0 
50,1534.0 
60,1564.0 
70,2.0e3 
80,2490.0 
90,2640.0 
100,3166.0 
110,2881.0 
120,3718.0 
130,4091.0 
140,4497.0 
150,4588.0 
160,4995.0 
170,5288.0 
180,4986.0 
190,6351.0 
200,6833.0 
210,6754.0 
220,7717.0 
230,7714.0 
240,7858.0 
250,8878.0 
260,9629.0 
270,9654.0 
280,9750.0 
290,10187.0 
300,10001.0 
310,10486.0 
320,10105.0 
330,11168.0 
340,7309.0 
350,5927.0 
360,5088.0 
370,3717.0 
380,2861.0 
390,2603.0 
