time,size_sent,size_rcv 
0,104.01796875,104.803125 
10,194.9390625,195.98359375 
20,284.63515625,285.19453125 
30,435.0578125,444.04921875 
40,647.80234375,656.8171875 
50,887.890625,902.66328125 
60,1182.246875,1200.73984375 
70,1522.8828125,1591.809375 
80,1905.31875,1968.49453125 
90,2373.57734375,2444.071875 
100,2785.62734375,2867.4328125 
110,3289.1796875,3383.97265625 
120,3859.6,3975.3125 
130,4486.184375,4614.1171875 
140,5127.54921875,5258.21640625 
150,5808.0546875,5944.4375 
160,6568.2359375,6736.2296875 
170,7283.18984375,7437.1859375 
180,8138.6921875,8319.1171875 
190,9017.46171875,9214.55390625 
200,9878.015625,10083.9984375 
210,10787.85703125,11005.85390625 
220,11689.4453125,11930.815625 
230,12640.07578125,12896.4171875 
240,13708.3640625,13962.34375 
250,14831.51640625,15123.434375 
260,16016.225,16339.81953125 
270,17209.69765625,17530.73828125 
280,18389.7703125,18679.7921875 
290,19568.5078125,19900.03671875 
300,20792.8078125,21082.478125 
310,22038.6875,22080.63984375 
320,23325.590625,23126.875 
330,24334.96328125,24154.50546875 
340,25274.08203125,24830.1359375 
350,26104.57265625,25482.11640625 
360,26718.73671875,25865.875 
370,27119.19140625,26058.44609375 
380,27503.725,26226.3734375 
390,27876.46640625,26425.27265625 
