time,502,200,500,302 
320,23.2,116.1,0.5,73 
330,2.9,123.5,0.4,41.5 
340,0,86.6,0,30.5 
350,0,76.1,3.4,27.7 
360,0,51.6,0.6,26.1 
370,0,25.1,0,24.5 
380,0,22.5,0,25 
390,0,23,2.6,22.5 
