time,users,connected 
0,106,101 
10,199,94 
20,302,106 
30,411,108 
40,522,111 
50,630,108 
60,786,119 
70,897,121 
80,940,46 
90,1070,118 
100,1148,85 
110,1253,78 
120,1374,109 
130,1438,5 
140,1538,12 
150,1654,52 
160,1708,-27 
170,1790,32 
180,1929,61 
190,2020,44 
200,2092,52 
210,2207,-12 
220,2307,38 
230,2386,36 
240,2487,60 
250,2639,69 
260,2677,62 
270,2746,23 
280,2876,28 
290,3037,7 
300,3104,14 
310,3263,89 
320,3380,-105 
330,3386,-199 
340,3386,-317 
350,3386,-174 
360,3386,-296 
370,3386,-164 
380,3386,-159 
390,3386,-230 
