time,recvpackets@tsung_controller@ip-172-31-31-18 
10,612 
20,901.0 
30,846.0 
40,1189.0 
50,1457.0 
60,1403.0 
70,1843.0 
80,2336.0 
90,2647.0 
100,3519.0 
110,3256.0 
120,2981.0 
130,4093.0 
140,4179.0 
150,4466.0 
160,4622.0 
170,4874.0 
180,5378.0 
190,5530.0 
200,5654.0 
210,5973.0 
220,6869.0 
230,7.1e3 
240,7030.0 
250,8056.0 
260,8589.0 
270,8413.0 
280,8767.0 
290,9598.0 
300,10201.0 
310,9816.0 
320,10263.0 
330,10302.0 
340,6660.0 
350,5360.0 
360,5734.0 
370,4350.0 
380,3128.0 
390,3124.0 
400,3040.0 
407,1666.0 
