time,connect,request 
0,7.6,14.8 
10,10.9,23.1 
20,9.1,18.6 
30,12.1,30.5 
40,15.4,40.6 
50,15.5,39 
60,20,51.6 
70,23.3,56.9 
80,24.8,64.1 
90,32.8,85.6 
100,33.5,80.8 
110,30.6,75.7 
120,30.5,87.6 
130,38,102.7 
140,40.8,110.1 
150,44,108 
160,44,113.2 
170,49.2,128.5 
180,48.7,133.5 
190,50.5,131.2 
200,52.7,138.9 
210,59.1,159.8 
220,63.5,163.1 
230,59.4,155.1 
240,66.4,173.7 
250,71.9,187.7 
260,69.8,180.5 
270,68.4,183.4 
280,78.6,202.7 
290,82.6,209.3 
300,78.3,198.9 
310,85.1,207.9 
320,87.4,221.2 
330,31.9,153.4 
340,23.3,104.7 
350,27.2,112.9 
360,27.9,90.6 
370,24.4,52.3 
380,27.2,51.5 
390,26.6,53.8 
400,12.7,39.4 
407,0,12.7 
