time,users_count,finish_users_count 
0,78,0 
10,189,0 
20,280,0 
30,402,19 
40,558,70 
50,713,109 
60,910,163 
70,1108,227 
80,1295,346 
90,1578,501 
100,1844,632 
110,2068,802 
120,2305,995 
130,2584,1210 
140,2892,1463 
150,3234,1662 
160,3534,1907 
170,3906,2179 
180,4300,2463 
190,4681,2728 
200,5066,3001 
210,5504,3357 
220,5974,3690 
230,6442,4031 
240,6938,4400 
250,7449,4782 
260,7939,5204 
270,8444,5636 
280,9001,6091 
290,9590,6551 
300,10126,7035 
310,10728,7500 
320,11316,8013 
330,11392,8614 
340,11392,9145 
350,11392,9675 
360,11392,10210 
370,11392,10488 
380,11392,10732 
390,11392,11004 
400,11392,11270 
407,11392,11392 
