time,users,connected 
0,78,76 
10,189,185 
20,280,276 
30,383,380 
40,488,483 
50,604,598 
60,747,728 
70,881,854 
80,949,927 
90,1077,1035 
100,1212,1176 
110,1266,1234 
120,1310,1246 
130,1374,1327 
140,1429,1370 
150,1572,1501 
160,1627,1553 
170,1727,1673 
180,1837,1784 
190,1953,1880 
200,2065,1988 
210,2147,2069 
220,2284,2211 
230,2411,2331 
240,2538,2398 
250,2667,2514 
260,2735,2531 
270,2808,2585 
280,2910,2667 
290,3039,2755 
300,3091,2798 
310,3228,2816 
320,3303,2856 
330,2778,2463 
340,2247,1983 
350,1717,1554 
360,1182,1059 
370,904,785 
380,660,542 
390,388,267 
400,122,127 
407,0,0 
