time,connect,request 
0,4.0278,30.154 
10,1.7731666666666668,22.942375000000002 
20,1.4514545454545453,18.291913043478257 
30,1.5034999999999998,20.016799999999996 
40,1.4386666666666665,19.30158974358974 
50,1.9969999999999997,19.391387096774192 
60,2.2153571428571426,19.2203125 
70,1.7466086956521738,19.813118644067803 
80,1.4038918918918917,18.42083529411766 
90,1.721148148148148,19.722731343283574 
100,1.4787666666666668,19.34918181818182 
110,1.5766666666666669,20.336482758620694 
120,1.3955833333333334,19.092278350515457 
130,1.3786603773584907,19.04711940298507 
140,1.5499583333333333,20.043499999999998 
150,1.3340500000000002,18.71843046357616 
160,1.6030833333333334,19.6018144329897 
170,1.4618000000000002,19.70079032258065 
180,2.784875,19.582086956521728 
190,1.4985,19.892525 
200,1.363,16.160035714285716 
210,1.5099,15.603449999999999 
220,1.5628571428571425,15.627678571428575 
230,1.4220384615384611,15.33294230769231 
240,3.2554736842105267,17.58473684210526 
250,1.635,17.092961538461534 
254,1.5063636363636363,14.033090909090909 
