time,size_sent,size_rcv 
0,6.8265625,20.76171875 
10,9.20546875,31.19140625 
20,19.89140625,66.18125 
30,25.09375,82.00390625 
40,45.778125,144.06640625 
50,62.3265625,192.42578125 
60,77.46875,242.09296875 
70,108.6125,335.6015625 
80,150.959375,467.53359375 
90,185.771875,573.171875 
100,237.63046875,718.98515625 
110,290.92109375,865.3015625 
120,348.25703125,1024.53203125 
130,419.56171875,1238.378125 
140,487.0625,1433.0375 
150,569.25,1675.5359375 
160,632.90703125,1843.54921875 
170,682.246875,1960.2625 
180,755.85,2131.53203125 
190,787.9828125,2207.08203125 
200,810.55625,2259.85234375 
210,826.79375,2297.65546875 
220,849.35625,2350.43984375 
230,891.4453125,2448.67734375 
240,922.31640625,2520.5 
250,964.48671875,2618.7390625 
254,982.2390625,2654.95078125 
