time,cpu@tsung_controller@ip-172-31-28-236 
0,0.9407453183439953 
10,0.9407453183439953 
20,0.9407453183439953 
30,0.9407453183439953 
40,0.9407453183439953 
50,0.9407453183439953 
60,0.9407453183439953 
70,0.9407453183439953 
80,0.9407453183439953 
90,0.9407453183439953 
100,0.9407453183439953 
110,3.2064128256513023 
120,3.2064128256513023 
130,3.2064128256513023 
140,3.2064128256513023 
150,3.2064128256513023 
160,3.2064128256513023 
170,3.2064128256513023 
180,3.2064128256513023 
190,3.2064128256513023 
200,3.2064128256513023 
210,3.2064128256513023 
220,3.2064128256513023 
230,3.2064128256513023 
240,3.2064128256513023 
250,3.2064128256513023 
254,3.2064128256513023 
