time,freemem@tsung_controller@ip-172-31-28-236 
0,3515.76953125 
10,3517.38671875 
20,3517.38671875 
30,3517.38671875 
40,3517.38671875 
50,3517.38671875 
60,3517.38671875 
70,3517.38671875 
80,3517.38671875 
90,3517.38671875 
100,3517.38671875 
110,3517.38671875 
120,3517.38671875 
130,3517.38671875 
140,3517.38671875 
150,3517.38671875 
160,3517.38671875 
170,3517.38671875 
180,3517.38671875 
190,3517.38671875 
200,3517.38671875 
210,3517.38671875 
220,3517.38671875 
230,3517.38671875 
240,3517.38671875 
250,3517.38671875 
254,3517.38671875 
